UDI,PRODUCT_ID,TYPE,AIR_TEMPERATURE_K,PROCESS_TEMPERATURE,ROTATIONAL_SPEED_RPM,TORQUE_NM,TOOL_WEAR_MIN,MACHINE_FAILURE,TWF,HDF,PWF,OSF,RNF
4234,M19093,M,302,311,1302,53,58,0,0,0,0,0,0
4235,H33648,H,302,311,1522,36,61,0,0,0,0,0,0
4236,L51415,L,302,311,1438,41,66,0,0,0,0,0,0
4237,L51416,L,302,311,1604,41,68,0,0,0,0,0,0
4238,L51417,L,302,311,1832,23,70,0,0,0,0,0,0
4239,M19098,M,302,311,1521,35,72,0,0,0,0,0,0
4240,L51419,L,302,311,1446,38,75,0,0,0,0,0,0
4241,L51420,L,302,311,1905,21,77,0,0,0,0,0,0
4242,L51421,L,302,311,1475,48,79,0,0,0,0,0,0
4243,L51422,L,302,311,1462,49,81,0,0,0,0,0,0
4244,M19103,M,302,311,1435,42,83,0,0,0,0,0,0
4245,L51424,L,302,311,1469,40,86,0,0,0,0,0,0
4246,M19105,M,303,311,1520,43,88,0,0,0,0,0,0
4247,L51426,L,303,311,1537,36,91,0,0,0,0,0,0
4248,L51427,L,303,311,1369,60,93,1,0,1,0,0,0
4249,L51428,L,303,311,1506,37,95,0,0,0,0,0,0
4250,L51429,L,303,311,1330,57,97,1,0,1,0,0,0
4251,L51430,L,303,311,1660,38,99,0,0,0,0,0,0
4252,H33665,H,303,311,1356,56,101,1,0,1,0,0,0
4253,H33666,H,303,311,1438,51,106,0,0,0,0,0,0
4254,M19113,M,303,311,1329,49,111,1,0,1,0,0,0
4255,L51434,L,303,311,1284,68,114,1,0,1,1,0,0
4256,M19115,M,303,311,1387,52,116,0,0,0,0,0,0
4257,M19116,M,303,311,1591,34,119,0,0,0,0,0,0
4258,M19117,M,303,311,1589,39,122,0,0,0,0,0,0
4259,M19118,M,303,311,1297,61,125,1,0,1,0,0,0
4260,L51439,L,303,311,1545,35,128,0,0,0,0,0,0
4261,H33674,H,303,311,1418,43,130,0,0,0,0,0,0
4262,L51441,L,303,311,1730,28,135,0,0,0,0,0,0
4263,L51442,L,303,311,2001,21,137,0,0,0,0,0,0
4264,L51443,L,303,311,1620,36,139,0,0,0,0,0,0
4265,M19124,M,303,311,1542,40,141,0,0,0,0,0,0
4266,L51445,L,303,311,1424,38,144,0,0,0,0,0,0
4267,L51446,L,303,311,1440,40,146,0,0,0,0,0,0
4268,L51447,L,303,311,1520,43,148,0,0,0,0,0,0
4269,L51448,L,303,311,1694,30,150,0,0,0,0,0,0
4270,L51449,L,303,311,1610,39,152,0,0,0,0,0,0
4271,L51450,L,303,311,1331,52,154,1,0,1,0,0,0
4272,L51451,L,303,311,1470,41,156,0,0,0,0,0,0
4273,L51452,L,303,311,1577,37,158,0,0,0,0,0,0
4274,L51453,L,303,311,1486,36,160,0,0,0,0,0,0
4275,L51454,L,302,311,1445,40,162,0,0,0,0,0,0
4276,M19135,M,302,311,1500,37,164,0,0,0,0,0,0
4277,M19136,M,302,310,1456,48,167,0,0,0,0,0,0
4278,L51457,L,302,310,1743,28,170,0,0,0,0,0,0
4279,L51458,L,302,310,1409,50,172,0,0,0,0,0,0
4280,L51459,L,302,310,1361,45,174,1,0,1,0,0,0
4281,L51460,L,302,310,1753,29,176,0,0,0,0,0,0
4282,L51461,L,302,310,1832,23,178,0,0,0,0,0,0
4283,L51462,L,302,310,1374,49,180,1,0,1,0,0,0
4284,M19143,M,302,310,1334,61,182,1,0,1,0,0,0
4285,L51464,L,302,310,1493,40,185,0,0,0,0,0,0
4286,L51465,L,302,310,1317,49,187,1,0,1,0,0,0
4287,M19146,M,302,310,1434,48,189,0,0,0,0,0,0
4288,M19147,M,302,310,1457,39,192,0,0,0,0,0,0
4289,M19148,M,302,310,1391,51,195,0,0,0,0,0,0
4290,M19149,M,302,310,1781,24,198,0,0,0,0,0,0
4291,L51470,L,302,310,1642,33,201,0,0,0,0,0,0
4292,L51471,L,302,310,2032,19,203,0,0,0,0,0,0
4293,M19152,M,302,310,2372,14,205,1,0,0,1,0,0
4294,L51473,L,302,310,1393,45,208,0,0,0,0,0,0
4295,M19154,M,302,310,1743,27,210,0,0,0,0,0,0
4296,L51475,L,302,310,1457,40,213,0,0,0,0,0,0
4297,L51476,L,302,310,2825,6,215,1,0,0,1,0,0
4298,M19157,M,302,310,1609,34,217,0,0,0,0,0,0
4299,M19158,M,302,310,1437,42,0,0,0,0,0,0,0
4300,L51479,L,302,310,1402,50,3,0,0,0,0,0,0
4301,M19160,M,302,310,1644,35,5,0,0,0,0,0,0
4302,L51481,L,302,310,1471,51,8,0,0,0,0,0,0
4303,L51482,L,302,310,2695,13,10,0,0,0,0,0,0
4304,L51483,L,302,310,1435,48,12,0,0,0,0,0,0
4305,L51484,L,302,310,1694,26,14,0,0,0,0,0,0
4306,L51485,L,302,310,1687,27,16,0,0,0,0,0,0
4307,L51486,L,302,310,1869,23,18,0,0,0,0,0,0
4308,L51487,L,301,310,1259,64,20,1,0,1,0,0,0
4309,H33722,H,301,310,1460,47,22,0,0,0,0,0,0
4310,M19169,M,301,310,1501,40,27,0,0,0,0,0,0
4311,L51490,L,301,310,1776,26,30,0,0,0,0,0,0
4312,M19171,M,302,310,1468,41,32,0,0,0,0,0,0
4313,L51492,L,302,310,1430,47,35,0,0,0,0,0,0
4314,L51493,L,301,310,1502,47,37,0,0,0,0,0,0
4315,H33728,H,301,310,1623,32,39,0,0,0,0,0,0
4316,M19175,M,301,310,1651,30,44,0,0,0,0,0,0
4317,L51496,L,302,310,1639,33,47,0,0,0,0,0,0
4318,M19177,M,302,310,1417,45,49,0,0,0,0,0,0
4319,L51498,L,302,310,1541,42,52,0,0,0,0,0,0
4320,M19179,M,302,310,1411,45,54,0,0,0,0,0,0
4321,L51500,L,302,310,1397,45,57,0,0,0,0,0,0
4322,L51501,L,302,310,1686,29,59,0,0,0,0,0,0
4323,M19182,M,302,310,1431,44,61,0,0,0,0,0,0
4324,L51503,L,302,310,1341,51,64,1,0,1,0,0,0
4325,L51504,L,302,310,1486,43,66,0,0,0,0,0,0
4326,L51505,L,302,310,1384,57,68,0,0,0,0,0,0
4327,L51506,L,302,310,1362,56,70,1,0,1,0,0,0
4328,H33741,H,302,310,1660,29,72,0,0,0,0,0,0
4329,L51508,L,302,310,1326,48,77,1,0,1,0,0,0
4330,L51509,L,302,310,1566,30,79,0,0,0,0,0,0
4331,L51510,L,302,310,1549,39,81,0,0,0,0,0,0
4332,M19191,M,302,310,1746,31,83,0,0,0,0,0,0
4333,M19192,M,302,310,1452,42,86,0,0,0,0,0,0
4334,L51513,L,302,310,1588,34,89,0,0,0,0,0,0
4335,L51514,L,302,310,1472,43,91,0,0,0,0,0,0
4336,L51515,L,302,310,1607,38,93,0,0,0,0,0,0
4337,H33750,H,302,310,1423,54,95,0,0,0,0,0,0
4338,L51517,L,302,310,1440,43,100,0,0,0,0,0,0
4339,L51518,L,302,310,1397,44,102,0,0,0,0,0,0
4340,L51519,L,302,310,1524,47,104,0,0,0,0,0,0
4341,M19200,M,302,310,1533,41,106,0,0,0,0,0,0
4342,L51521,L,302,310,1398,46,109,0,0,0,0,0,0
4343,M19202,M,302,310,1284,68,111,1,0,1,1,0,0
4344,L51523,L,302,310,1491,39,114,0,0,0,0,0,0
4345,H33758,H,302,310,1418,51,116,0,0,0,0,0,0
4346,M19205,M,302,310,1546,40,121,0,0,0,0,0,0
4347,L51526,L,302,310,1598,30,124,0,0,0,0,0,0
4348,H33761,H,302,310,1724,28,126,0,0,0,0,0,0
4349,L51528,L,302,310,1507,45,131,0,0,0,0,0,0
4350,L51529,L,302,310,1595,31,133,0,0,0,0,0,0
4351,M19210,M,302,310,1568,38,135,0,0,0,0,0,0
4352,L51531,L,302,310,1432,44,138,0,0,0,0,0,0
4353,L51532,L,302,310,1424,43,140,0,0,0,0,0,0
4354,M19213,M,302,310,1386,63,142,1,0,0,1,0,0
4355,L51534,L,302,310,1456,58,145,0,0,0,0,0,0
4356,H33769,H,302,310,1280,57,147,1,0,1,0,0,0
4357,L51536,L,302,310,1649,31,152,0,0,0,0,0,0
4358,L51537,L,302,310,1407,53,154,0,0,0,0,0,0
4359,H33772,H,302,310,1606,35,156,0,0,0,0,0,0
4360,M19219,M,302,310,1531,38,161,0,0,0,0,0,0
4361,L51540,L,302,310,1543,36,164,0,0,0,0,0,0
4362,M19221,M,302,310,1379,48,166,1,0,1,0,0,0
4363,L51542,L,302,310,1447,47,169,0,0,0,0,0,0
4364,H33777,H,302,310,1844,25,171,0,0,0,0,0,0
4365,H33778,H,302,310,1615,30,176,0,0,0,0,0,0
4366,L51545,L,302,310,1449,49,181,0,0,0,0,0,0
4367,L51546,L,302,310,1388,51,183,0,0,0,0,0,0
4368,H33781,H,302,310,1447,43,185,0,0,0,0,0,0
4369,L51548,L,302,310,1664,29,190,0,0,0,0,0,0
4370,H33783,H,302,310,1735,27,192,0,0,0,0,0,0
4371,L51550,L,302,310,1308,58,197,1,0,1,0,1,0
4372,L51551,L,302,310,1480,40,199,0,0,0,0,0,0
4373,M19232,M,302,310,1439,42,201,0,0,0,0,0,0
4374,M19233,M,302,310,1533,36,204,0,0,0,0,0,0
4375,L51554,L,302,310,1551,35,207,0,0,0,0,0,0
4376,L51555,L,302,310,1414,36,209,0,0,0,0,0,0
4377,M19236,M,302,310,1551,35,211,0,0,0,0,0,0
4378,M19237,M,302,310,1436,49,214,0,0,0,0,0,0
4379,M19238,M,302,310,1385,46,217,0,0,0,0,0,0
4380,M19239,M,302,310,1732,30,220,0,0,0,0,0,0
4381,L51560,L,302,310,1410,49,223,0,0,0,0,0,0
4382,L51561,L,302,310,1446,43,225,0,0,0,0,0,0
4383,L51562,L,302,310,1525,40,227,0,0,0,0,0,0
4384,L51563,L,302,310,1298,66,229,1,0,1,0,1,0
4385,L51564,L,302,310,1443,43,231,0,0,0,0,0,0
4386,L51565,L,302,310,1442,45,233,1,1,0,0,0,0
4387,L51566,L,302,310,1719,32,0,0,0,0,0,0,0
4388,L51567,L,302,310,1532,39,2,0,0,0,0,0,0
4389,L51568,L,302,310,1701,27,4,0,0,0,0,0,0
4390,M19249,M,302,310,1355,45,6,1,0,1,0,0,0
4391,M19250,M,302,310,1421,45,9,0,0,0,0,0,0
4392,M19251,M,302,310,1368,52,12,1,0,1,0,0,0
4393,L51572,L,302,310,1458,45,15,0,0,0,0,0,0
4394,M19253,M,302,310,1572,35,17,0,0,0,0,0,0
4395,L51574,L,302,310,1483,49,20,0,0,0,0,0,0
4396,L51575,L,302,310,1513,40,22,0,0,0,0,0,0
4397,H33810,H,302,310,1383,43,24,0,0,0,0,0,0
4398,L51577,L,302,310,1539,38,29,0,0,0,0,0,0
4399,M19258,M,302,310,1563,38,31,0,0,0,0,0,0
4400,L51579,L,302,310,1653,30,34,0,0,0,0,0,0
4401,L51580,L,302,310,1353,51,36,1,0,1,0,0,0
4402,H33815,H,302,310,1468,44,38,0,0,0,0,0,0
4403,H33816,H,302,310,1506,34,43,0,0,0,0,0,0
4404,L51583,L,302,310,1388,50,48,0,0,0,0,0,0
4405,M19264,M,302,310,1485,46,50,0,0,0,0,0,0
4406,L51585,L,302,310,1331,46,53,1,0,1,0,0,0
4407,L51586,L,303,310,1326,59,55,1,0,1,0,0,0
4408,L51587,L,302,310,1394,55,57,0,0,0,0,0,0
4409,L51588,L,302,310,2009,19,59,0,0,0,0,0,0
4410,M19269,M,302,310,1358,55,61,1,0,1,0,0,0
4411,L51590,L,303,310,1586,32,64,0,0,0,0,0,0
4412,L51591,L,303,310,1688,32,66,0,0,0,0,0,0
4413,L51592,L,303,311,1450,43,68,0,0,0,0,0,0
4414,M19273,M,303,311,1398,47,70,0,0,0,0,0,0
4415,L51594,L,303,311,1520,39,73,0,0,0,0,0,0
4416,L51595,L,303,310,1514,43,75,0,0,0,0,0,0
4417,M19276,M,303,310,1532,36,77,0,0,0,0,0,0
4418,L51597,L,303,310,1365,67,80,1,0,1,1,0,0
4419,L51598,L,303,310,1642,33,82,0,0,0,0,0,0
4420,M19279,M,303,310,2676,11,84,1,0,0,1,0,0
4421,H33834,H,303,310,1873,21,87,0,0,0,0,0,0
4422,L51601,L,303,310,1325,62,92,1,0,1,0,0,0
4423,M19282,M,303,310,2157,17,94,0,0,0,0,0,0
4424,M19283,M,303,310,1563,39,97,0,0,0,0,0,0
4425,M19284,M,303,310,1631,31,100,0,0,0,0,0,0
4426,L51605,L,303,310,1547,37,103,0,0,0,0,0,0
4427,L51606,L,303,310,1479,40,105,0,0,0,0,0,0
4428,M19287,M,302,310,1379,49,107,1,0,1,0,0,0
4429,L51608,L,302,310,1906,21,110,0,0,0,0,0,0
4430,M19289,M,302,310,1731,33,112,0,0,0,0,0,0
4431,H33844,H,302,310,1688,30,115,0,0,0,0,0,0
4432,H33845,H,302,310,1443,55,120,0,0,0,0,0,0
4433,L51612,L,302,310,1445,46,125,0,0,0,0,0,0
4434,H33847,H,302,310,1435,45,127,0,0,0,0,0,0
4435,L51614,L,302,310,1556,33,132,0,0,0,0,0,0
4436,L51615,L,302,310,1321,53,134,1,0,1,0,0,0
4437,M19296,M,302,310,1577,36,136,0,0,0,0,0,0
4438,L51617,L,302,310,1578,31,139,0,0,0,0,0,0
4439,L51618,L,302,310,1418,52,141,0,0,0,0,0,0
4440,M19299,M,302,310,1392,56,143,0,0,0,0,0,0
4441,L51620,L,303,310,1446,44,146,0,0,0,0,0,0
4442,L51621,L,303,310,1329,51,148,1,0,1,0,0,0
4443,L51622,L,303,310,1563,35,150,0,0,0,0,0,0
4444,L51623,L,303,310,1405,57,152,0,0,0,0,0,0
4445,L51624,L,302,310,2224,16,154,0,0,0,0,0,0
4446,L51625,L,303,310,1716,30,156,0,0,0,0,0,0
4447,L51626,L,303,310,1584,36,158,0,0,0,0,0,0
4448,M19307,M,303,310,1488,42,160,0,0,0,0,0,0
4449,L51628,L,302,310,1374,51,163,1,0,1,0,0,0
4450,M19309,M,302,310,1378,54,165,1,0,1,0,0,0
4451,L51630,L,303,310,1551,37,168,0,0,0,0,0,0
4452,L51631,L,303,310,1549,41,170,0,0,0,0,0,0
4453,M19312,M,303,310,1447,39,172,0,0,0,0,0,0
4454,L51633,L,302,310,1400,54,175,0,0,0,0,0,0
4455,L51634,L,302,310,1401,49,177,0,0,0,0,0,0
4456,H33869,H,302,310,1597,29,179,0,0,0,0,0,0
4457,L51636,L,302,310,1487,46,184,0,0,0,0,0,0
4458,M19317,M,303,310,1710,27,186,0,0,0,0,0,0
4459,L51638,L,303,310,1478,48,189,0,0,0,0,0,0
4460,L51639,L,303,310,1743,26,191,0,0,0,0,0,0
4461,L51640,L,303,311,1596,33,193,0,0,0,0,0,0
4462,L51641,L,303,311,1642,31,195,0,0,0,0,0,0
4463,L51642,L,303,311,1263,68,197,1,0,1,0,1,0
4464,L51643,L,303,311,2016,20,199,0,0,0,0,0,0
4465,L51644,L,303,311,1671,31,201,0,0,0,0,0,0
4466,L51645,L,303,311,1404,43,203,0,0,0,0,0,0
4467,L51646,L,303,311,1470,41,205,0,0,0,0,0,0
4468,L51647,L,303,311,1617,38,207,0,0,0,0,0,0
4469,L51648,L,303,311,1725,29,209,0,0,0,0,0,0
4470,L51649,L,303,311,1446,41,211,1,1,0,0,0,0
4471,L51650,L,303,311,1564,34,0,0,0,0,0,0,0
4472,L51651,L,303,311,1670,29,2,0,0,0,0,0,0
4473,L51652,L,303,311,1501,49,4,0,0,0,0,0,0
4474,L51653,L,303,311,1551,36,6,0,0,0,0,0,0
4475,L51654,L,303,311,1563,35,8,0,0,0,0,0,0
4476,L51655,L,303,311,1351,42,10,1,0,1,0,0,0
4477,L51656,L,303,310,1415,52,12,0,0,0,0,0,0
4478,L51657,L,303,310,1647,34,14,0,0,0,0,0,0
4479,L51658,L,303,310,1477,42,16,0,0,0,0,0,0
4480,L51659,L,303,310,1923,22,18,0,0,0,0,0,0
4481,H33894,H,303,310,1305,55,20,1,0,1,0,0,0
4482,M19341,M,303,310,1544,35,25,0,0,0,0,0,0
4483,H33896,H,303,311,1568,37,28,0,0,0,0,0,0
4484,L51663,L,303,310,1489,43,33,0,0,0,0,0,0
4485,M19344,M,303,310,1451,43,35,0,0,0,0,0,0
4486,L51665,L,303,310,1542,36,38,0,0,0,0,0,0
4487,M19346,M,303,311,1965,20,40,0,0,0,0,0,0
4488,L51667,L,303,311,1436,37,43,0,0,0,0,0,0
4489,M19348,M,303,310,1509,38,45,0,0,0,0,0,0
4490,L51669,L,303,310,1487,40,48,0,0,0,0,0,0
4491,L51670,L,303,310,1967,20,50,0,0,0,0,0,0
4492,H33905,H,303,310,1409,53,52,0,0,0,0,0,0
4493,M19352,M,303,311,1420,56,57,0,0,0,0,0,0
4494,L51673,L,303,311,1511,38,60,0,0,0,0,0,0
4495,H33908,H,303,310,1649,30,62,0,0,0,0,0,0
4496,L51675,L,303,310,1359,57,67,1,0,1,0,0,0
4497,M19356,M,303,310,1605,36,69,0,0,0,0,0,0
4498,L51677,L,303,310,1523,36,72,0,0,0,0,0,0
4499,H33912,H,303,310,1614,36,74,0,0,0,0,0,0
4500,H33913,H,303,310,1721,27,79,0,0,0,0,0,0
4501,L51680,L,303,310,1638,36,84,0,0,0,0,0,0
4502,L51681,L,303,310,1307,54,86,1,0,1,0,0,0
4503,L51682,L,302,310,1642,28,88,0,0,0,0,0,0
4504,M19363,M,303,310,1751,31,90,0,0,0,0,0,0
4505,L51684,L,302,310,1645,32,93,0,0,0,0,0,0
4506,L51685,L,302,310,1426,47,95,0,0,0,0,0,0
4507,M19366,M,302,310,1520,37,97,0,0,0,0,0,0
4508,L51687,L,302,310,1709,32,100,0,0,0,0,0,0
4509,L51688,L,302,310,1426,47,102,0,0,0,0,0,0
4510,L51689,L,302,310,1429,44,104,0,0,0,0,0,0
4511,L51690,L,302,310,1346,62,106,1,0,1,0,0,0
4512,L51691,L,303,310,1454,43,108,0,0,0,0,0,0
4513,M19372,M,303,310,1411,50,110,0,0,0,0,0,0
4514,L51693,L,302,310,1900,24,113,0,0,0,0,0,0
4515,L51694,L,302,310,1479,36,115,0,0,0,0,0,0
4516,L51695,L,303,310,1415,48,117,0,0,0,0,0,0
4517,L51696,L,303,310,1539,39,119,0,0,0,0,0,0
4518,L51697,L,302,310,1520,32,121,0,0,0,0,0,0
4519,L51698,L,302,310,1480,46,123,0,0,0,0,0,0
4520,L51699,L,302,310,1666,30,125,0,0,0,0,0,0
4521,L51700,L,302,310,1456,48,127,0,0,0,0,0,0
4522,L51701,L,302,310,1865,24,129,0,0,0,0,0,0
4523,M19382,M,303,311,1918,22,131,0,0,0,0,0,0
4524,L51703,L,303,310,1488,48,134,0,0,0,0,0,0
4525,M19384,M,303,311,1527,39,136,0,0,0,0,0,0
4526,M19385,M,302,310,1463,42,139,0,0,0,0,0,0
4527,L51706,L,302,310,1521,39,142,0,0,0,0,0,0
4528,M19387,M,302,311,1372,46,144,1,0,1,0,0,0
4529,L51708,L,303,311,1507,40,147,0,0,0,0,0,0
4530,M19389,M,302,310,1586,34,149,0,0,0,0,0,0
4531,L51710,L,303,310,1487,42,152,0,0,0,0,0,0
4532,L51711,L,303,311,1520,41,154,0,0,0,0,0,0
4533,H33946,H,303,310,1422,42,156,0,0,0,0,0,0
4534,M19393,M,302,310,1375,53,161,1,0,1,0,0,0
4535,L51714,L,302,310,1633,28,164,0,0,0,0,0,0
4536,L51715,L,302,310,1503,36,166,0,0,0,0,0,0
4537,L51716,L,302,310,1351,45,168,1,0,1,0,0,0
4538,L51717,L,302,310,1548,35,170,0,0,0,0,0,0
4539,L51718,L,302,310,1923,23,172,0,0,0,0,0,0
4540,L51719,L,303,310,1592,33,174,0,0,0,0,0,0
4541,M19400,M,303,310,1580,36,176,0,0,0,0,0,0
4542,L51721,L,303,310,1427,47,179,0,0,0,0,0,0
4543,M19402,M,303,310,1581,33,181,0,0,0,0,0,0
4544,M19403,M,303,311,1542,40,184,0,0,0,0,0,0
4545,L51724,L,303,310,1349,55,187,1,0,1,0,0,0
4546,L51725,L,303,311,1463,43,189,0,0,0,0,0,0
4547,M19406,M,303,310,1429,43,191,0,0,0,0,0,0
4548,M19407,M,303,310,1451,54,194,0,0,0,0,0,0
4549,L51728,L,303,311,1511,37,197,0,0,0,0,0,0
4550,L51729,L,303,311,1549,38,199,0,0,0,0,0,0
4551,M19410,M,303,311,1507,40,201,0,0,0,0,0,0
4552,M19411,M,303,311,1524,34,204,0,0,0,0,0,0
4553,M19412,M,303,311,1880,23,207,0,0,0,0,0,0
4554,L51733,L,303,311,1461,45,0,0,0,0,0,0,0
4555,L51734,L,303,311,1748,28,2,0,0,0,0,0,0
4556,L51735,L,303,311,1690,27,4,0,0,0,0,0,0
4557,M19416,M,303,311,1349,51,6,1,0,1,0,0,0
4558,L51737,L,303,311,1686,26,9,0,0,0,0,0,0
4559,L51738,L,303,311,1369,48,11,1,0,1,0,0,0
4560,L51739,L,303,311,1433,44,13,0,0,0,0,0,0
4561,L51740,L,303,311,1597,42,15,0,0,0,0,0,0
4562,L51741,L,303,311,1610,32,17,0,0,0,0,0,0
4563,L51742,L,303,311,1398,58,19,0,0,0,0,0,0
4564,L51743,L,303,311,1977,20,21,0,0,0,0,0,0
4565,L51744,L,303,311,1516,40,23,0,0,0,0,0,0
4566,H33979,H,303,311,1275,55,25,1,0,1,0,0,0
4567,L51746,L,303,311,1402,51,30,0,0,0,0,0,0
4568,M19427,M,303,311,1451,45,32,0,0,0,0,0,0
4569,M19428,M,303,311,1555,36,35,0,0,0,0,0,0
4570,L51749,L,303,311,1636,35,38,0,0,0,0,0,0
4571,L51750,L,303,311,1312,52,40,1,0,1,0,0,0
4572,L51751,L,303,311,1708,30,42,0,0,0,0,0,0
4573,M19432,M,303,311,1556,37,44,0,0,0,0,0,0
4574,H33987,H,303,311,1436,44,47,0,0,0,0,0,0
4575,M19434,M,303,311,1402,41,52,0,0,0,0,0,0
4576,M19435,M,303,311,1437,50,55,0,0,0,0,0,0
4577,M19436,M,303,311,1926,22,58,0,0,0,0,0,0
4578,L51757,L,303,311,1800,24,61,0,0,0,0,0,0
4579,L51758,L,303,311,1641,33,63,0,0,0,0,0,0
4580,L51759,L,303,311,1374,48,65,1,0,1,0,0,0
4581,L51760,L,303,311,1494,37,67,0,0,0,0,0,0
4582,L51761,L,303,311,1601,33,69,0,0,0,0,0,0
4583,L51762,L,303,311,1634,37,71,0,0,0,0,0,0
4584,M19443,M,303,311,1467,38,73,0,0,0,0,0,0
4585,L51764,L,303,311,1550,32,76,0,0,0,0,0,0
4586,L51765,L,303,311,1563,32,78,0,0,0,0,0,0
4587,L51766,L,303,311,1395,48,80,0,0,0,0,0,0
4588,M19447,M,303,311,1507,33,82,0,0,0,0,0,0
4589,L51768,L,303,311,1564,39,85,0,0,0,0,0,0
4590,L51769,L,303,311,1721,30,87,0,0,0,0,0,0
4591,L51770,L,303,311,1456,36,89,0,0,0,0,0,0
4592,H34005,H,303,311,2102,18,91,0,0,0,0,0,0
4593,L51772,L,303,311,1555,34,96,0,0,0,0,0,0
4594,L51773,L,303,311,1409,42,98,0,0,0,0,0,0
4595,M19454,M,303,311,1387,41,100,0,0,0,0,0,0
4596,M19455,M,303,311,1460,44,103,0,0,0,0,0,0
4597,L51776,L,303,311,1361,48,106,1,0,1,0,0,0
4598,M19457,M,303,311,1490,43,108,0,0,0,0,0,0
4599,L51778,L,303,311,1399,49,111,0,0,0,0,0,0
4600,L51779,L,303,311,1420,56,113,0,0,0,0,0,0
4601,L51780,L,303,311,1359,44,115,1,0,1,0,0,0
4602,M19461,M,303,311,1372,54,117,1,0,1,0,0,0
4603,M19462,M,303,311,1409,42,120,0,0,0,0,0,0
4604,H34017,H,303,311,1452,58,123,0,0,0,0,0,0
4605,L51784,L,303,311,1820,25,128,0,0,0,0,0,0
4606,H34019,H,303,311,1469,49,130,0,0,0,0,0,0
4607,L51786,L,303,311,1556,45,135,0,0,0,0,0,0
4608,L51787,L,303,311,1980,20,137,0,0,0,0,0,0
4609,M19468,M,303,311,1519,38,139,0,0,0,0,0,0
4610,L51789,L,303,311,1456,44,142,0,0,0,0,0,0
4611,L51790,L,303,311,1394,45,144,0,0,0,0,0,0
4612,L51791,L,303,311,1365,56,146,1,0,1,0,0,0
4613,L51792,L,303,311,2194,17,148,0,0,0,0,0,0
4614,L51793,L,303,311,1403,56,150,0,0,0,0,0,0
4615,H34028,H,303,311,1503,37,152,0,0,0,0,0,0
4616,L51795,L,303,311,1793,29,157,0,0,0,0,0,0
4617,L51796,L,303,311,1829,25,159,0,0,0,0,0,0
4618,M19477,M,303,311,1831,23,161,0,0,0,0,0,0
4619,M19478,M,303,311,1335,54,164,1,0,1,0,0,0
4620,H34033,H,303,311,2056,20,167,0,0,0,0,0,0
4621,L51800,L,303,311,1336,53,172,1,0,1,0,0,0
4622,L51801,L,303,311,1341,51,174,1,0,1,0,0,0
4623,M19482,M,303,311,1526,37,176,0,0,0,0,0,0
4624,L51803,L,303,311,1525,41,179,0,0,0,0,0,0
4625,M19484,M,303,311,1428,40,181,0,0,0,0,0,0
4626,L51805,L,303,311,1511,46,184,0,0,0,0,0,0
4627,L51806,L,303,311,1664,30,186,0,0,0,0,0,0
4628,M19487,M,303,311,1592,39,188,0,0,0,0,0,0
4629,M19488,M,303,311,1597,37,191,0,0,0,0,0,0
4630,L51809,L,303,311,1735,26,194,0,0,0,0,0,0
4631,L51810,L,303,311,1751,24,196,0,0,0,0,0,0
4632,L51811,L,303,311,1383,45,198,0,0,0,0,0,0
4633,M19492,M,303,311,1330,54,200,1,0,1,0,0,0
4634,L51813,L,303,311,1382,51,203,0,0,0,0,0,0
4635,L51814,L,303,311,1755,30,205,0,0,0,0,0,0
4636,M19495,M,303,311,1614,36,207,0,0,0,0,0,0
4637,L51816,L,303,311,1466,43,210,0,0,0,0,0,0
4638,M19497,M,303,311,1847,25,212,0,0,0,0,0,0
4639,L51818,L,303,311,1474,35,215,0,0,0,0,0,0
4640,L51819,L,303,311,1657,32,217,0,0,0,0,0,0
4641,L51820,L,303,311,1435,40,219,0,0,0,0,0,0
4642,H34055,H,303,311,1494,43,221,0,0,0,0,0,0
4643,L51822,L,303,311,1238,55,226,1,0,1,0,1,0
4644,L51823,L,303,311,1324,54,228,1,0,1,0,1,0
4645,L51824,L,303,311,1514,41,230,0,0,0,0,0,0
4646,L51825,L,303,311,1732,26,232,0,0,0,0,0,0
4647,L51826,L,303,311,1497,46,234,1,1,0,0,0,0
4648,L51827,L,303,311,1958,22,0,0,0,0,0,0,0
4649,L51828,L,303,311,1630,33,2,0,0,0,0,0,0
4650,M19509,M,303,311,1395,59,4,0,0,0,0,0,0
4651,L51830,L,303,311,1658,31,7,0,0,0,0,0,0
4652,L51831,L,303,311,1349,51,9,1,0,1,0,0,0
4653,L51832,L,303,311,1452,53,11,0,0,0,0,0,0
4654,M19513,M,303,311,1594,36,13,0,0,0,0,0,0
4655,M19514,M,303,311,1510,48,16,0,0,0,0,0,0
4656,L51835,L,303,311,1854,23,19,0,0,0,0,0,0
4657,L51836,L,303,311,1626,32,21,0,0,0,0,0,0
4658,L51837,L,303,311,1628,35,23,0,0,0,0,0,0
4659,L51838,L,303,311,1679,35,25,0,0,0,0,0,0
4660,M19519,M,303,311,1489,45,27,0,0,0,0,0,0
4661,L51840,L,303,311,1439,44,30,0,0,0,0,0,0
4662,L51841,L,303,311,1350,48,32,1,0,1,0,0,0
4663,H34076,H,303,311,1607,32,34,0,0,0,0,0,0
4664,L51843,L,303,311,1389,54,39,0,0,0,0,0,0
4665,M19524,M,303,311,1566,46,41,0,0,0,0,0,0
4666,M19525,M,303,311,1307,54,44,1,0,1,0,0,0
